51075.303228 20.827 0.087
#52196.303768 -99.000 0.072
#52197.316877 -99.000 0.066
52225.167030 20.799 0.087
52231.202814 20.627 0.067
52253.188984 20.610 0.119
52557.310815 20.284 0.067
52578.206900 20.136 0.049
52908.285384 20.255 0.064
52911.299170 20.210 0.066
52930.176543 20.255 0.065
52934.217284 20.281 0.071
#52936.213211 -99.000 0.052
52962.138733 20.388 0.058
#53270.277276 -99.000 0.064
53272.327214 20.191 0.062
53286.295932 20.488 0.084
53288.254425 20.383 0.069
53294.302098 20.449 0.076
53302.250093 20.491 0.128
53312.205630 20.431 0.076
53314.206821 20.399 0.065
#53616.311186 -99.000 0.342
53623.301397 20.593 0.112
53626.287610 20.381 0.071
53628.272475 20.411 0.141
#53637.274091 -99.000 0.172
53639.319469 20.384 0.072
53644.266627 20.456 0.071
53654.301159 20.537 0.078
53656.248754 20.360 0.162
53663.262064 20.286 0.095
#53668.251664 -99.000 0.116
53670.256515 20.471 0.071
53673.224500 20.317 0.059
53675.221389 20.350 0.062
53677.242419 20.352 0.055
#53680.229085 -99.000 0.066
53693.230982 20.285 0.127
53704.214307 20.146 0.063
#53974.306975 -99.000 0.070
53989.310464 20.539 0.135
53997.406039 20.570 0.088
54000.285915 20.580 0.092
54007.335961 20.531 0.069
54009.259771 20.461 0.069
#54011.324198 -99.000 0.091
54019.274393 20.382 0.079
54025.323271 20.436 0.075
#54029.253564 -99.000 0.120
54348.320983 20.485 0.080
54358.276760 20.721 0.112
54359.270876 20.500 0.118
54365.309854 20.557 0.074
54373.384162 21.280 0.487
54381.329531 20.491 0.078
#54386.321729 -99.000 0.088
54388.326026 20.648 0.089
54403.239836 20.433 0.129
#54404.297347 -99.000 0.125
#54405.295286 -99.000 0.094
54406.233600 20.438 0.056
54412.236509 20.589 0.113

