51081.313524  20.197 0.063
51819.384584  21.120 0.148
52558.349819  20.373 0.062
52577.237322  20.310 0.061
52586.240799  20.274 0.057
52910.321279  19.764 0.041
52931.251482  19.746 0.043
52935.248445  19.748 0.043
52959.191775  19.809 0.038
52963.171519  19.800 0.037
53352.142586  20.531 0.064
53622.350883  20.238 0.081
53634.300354  20.152 0.129
53638.341689  20.117 0.063
53640.305724  20.141 0.078
53655.277897  20.426 0.122
53664.302853  20.401 0.164
#53669.262096u -99.000 0.059
53671.346863  20.504 0.112
53674.246331  20.551 0.083
53676.335807  20.555 0.083
53679.307700  20.422 0.092
53681.299213  20.675 0.117
#53685.258265u -99.000 0.248
53694.272142  21.458 0.822
53697.256237  20.498 0.092
53700.255195  20.547 0.110
53705.241865  20.476 0.077
53975.326899  21.069 0.105
53990.339787  21.311 0.264
53994.349890  21.076 0.097
53996.333611  21.201 0.132
#53998.302339u -99.000 0.808
54005.332481  20.937 0.083
54010.287757  21.106 0.108
54012.280744  20.979 0.202
54020.286630  21.174 0.219
54024.368154  21.626 0.272
54028.356612  21.079 0.151
54030.280085  21.229 0.110
54035.355847  21.045 0.197
54037.261468  21.359 0.130
54040.275855  21.164 0.265
#54047.306391u -99.000 0.407
54049.302338  20.985 0.260
54053.266608  21.122 0.112
54056.268350  20.953 0.154
#54059.262653u -99.000 0.184
54062.267576  20.988 0.140
54068.248130  21.237 0.368
54357.305758  21.107 0.099
54362.355564  21.018 0.113
54382.335789  20.959 0.161
#54385.353639u -99.000 0.108
54387.354062  21.078 0.159
54392.348807  21.255 0.199
54402.347286  21.424 0.512

