51075.309253 20.162 0.022
52196.309778 19.946 0.017
#52197.322918 -99.000 0.017
52225.173057 19.913 0.016
52231.208840 19.909 0.016
#52253.195011 -99.000 0.025
52557.316842 20.350 0.023
52578.212926 20.450 0.024
52908.291409 19.963 0.019
52911.305195 19.948 0.022
52930.182568 19.936 0.020
52934.223310 19.938 0.018
52936.219237 19.935 0.016
52962.144758 19.920 0.017
53270.283304 20.071 0.030
53272.333240 19.997 0.026
53286.301958 20.127 0.025
53288.260450 20.058 0.020
53294.308125 20.083 0.021
53302.256119 19.985 0.039
53312.211685 20.100 0.029
53314.212847 20.114 0.019
#53616.317210 -99.000 0.038
#53623.307421 -99.000 0.030
53626.293634 20.039 0.024
53628.278500 20.051 0.043
53637.280116 19.965 0.033
53639.325492 20.045 0.021
53654.307185 20.049 0.018
53663.268089 20.051 0.031
53666.338190 20.042 0.033
53668.257688 19.975 0.024
53670.262541 20.016 0.018
53673.230525 20.043 0.018
#53675.227414 -99.000 0.020
53677.248445 20.031 0.017
53680.235111 20.042 0.018
#53693.237008 -99.000 0.038
53698.234398 20.081 0.020
53704.220332 20.012 0.019
53974.313020 20.244 0.022
53989.316385 20.184 0.048
#53997.412015 -99.000 0.032
54000.291825 20.170 0.023
#54006.238597 -99.000 0.030
54007.341950 20.197 0.021
54009.265740 20.216 0.026
54011.330316 20.243 0.034
54019.280424 20.312 0.033
54025.329250 20.263 0.027
#54029.259565 -99.000 0.025
54348.326961 20.328 0.025
#54358.282827 -99.000 0.039
54359.276851 20.153 0.037
54365.315897 20.234 0.022
54381.335440 20.297 0.031
#54386.327730 -99.000 0.028
54388.331994 20.308 0.020
54403.245813 20.285 0.043
54404.303390 20.355 0.034
#54405.301323 -99.000 0.028
54406.239622 20.334 0.024
54412.242544 20.331 0.029
