#51081.317122  -99.000 0.055
51819.388218 19.747 0.045
52558.353494  20.033 0.049
52577.240997  19.977 0.045
#52586.244474u -99.000 0.043
52910.324956  20.141 0.049
52931.255159  20.079 0.051
52935.252123  20.046 0.053
52959.195451  20.105 0.047
52963.175196  20.137 0.043
53352.146264  20.013 0.048
#53622.354562u -99.000 0.072
53634.304031  20.318 0.150
53638.345367  20.310 0.067
53640.309402  20.389 0.082
53655.281574  20.220 0.073
#53664.306529u -99.000 0.192
53669.265773  20.194 0.049
#53671.350537u -99.000 0.067
53674.250009  20.099 0.057
53676.339481  20.098 0.059
53679.311376  20.157 0.069
53681.302888  20.030 0.065
53685.261942  20.072 0.134
53694.275817  20.474 0.258
53697.259914  20.205 0.068
53700.258871  20.312 0.081
53705.245542  20.239 0.068
#53975.330558u -99.000 0.051
53990.343370  20.234 0.101
53994.353551  20.262 0.049
53996.337320  20.249 0.053
#53998.305908u -99.000 0.075
54010.291388  20.444 0.063
54012.284242  20.259 0.091
54020.290237  20.287 0.084
54024.371845  20.367 0.082
54028.360102  20.431 0.091
54030.283771 20.291 0.051
54035.359521  20.336 0.094
#54037.265003u -99.000 0.059
#54040.279511u -99.000 0.116
54049.305939  20.370 0.144
54053.270303  20.294 0.058
54056.271948  20.251 0.074
54059.266259  20.275 0.105
54062.271110  20.128 0.070
54068.251699  20.026 0.114
#54357.309440u -99.000 0.056
54362.359226  20.338 0.062
54382.339443  20.575 0.110
54385.357275  20.359 0.058
54387.357758  20.548 0.111
54391.358564  20.361 0.129
54392.352503  20.753 0.126
54402.350973  20.010 0.139

