51075.339923  19.459 0.080
51081.323751  19.516 0.082
52196.359138  19.391 0.075
52197.353641  19.289 0.068
52207.325892  19.526 0.067
52225.203727  19.559 0.072
52231.239510  19.511 0.063
52253.225677  19.500 0.095
52557.347511  19.480 0.078
52578.243596  19.266 0.056
52908.322077  19.455 0.066
#52934.253978z -99.000 0.087
52936.249904  19.365 0.055
53270.314113  19.422 0.047
53272.363908  19.473 0.058
53288.291118  19.349 0.065
53294.338794  19.335 0.062
53296.285835  19.370 0.075
53298.335572  19.321 0.078
53302.286787  19.497 0.065
53312.242316  19.386 0.070
53314.243515  19.569 0.083
53616.347875  19.463 0.084
53626.324301  19.468 0.063
53628.309166  19.534 0.074
53637.310782  19.264 0.080
53639.356160  19.501 0.055
53654.337853  19.400 0.071
53663.298756  19.516 0.075
53665.276727  19.511 0.075
53666.368855  19.454 0.075
53668.288357  19.277 0.080
53670.293209  19.640 0.121
53673.261195  19.467 0.058
53675.258083  19.301 0.064
53677.279113  19.546 0.058
53680.265780  19.412 0.052
53693.267675  19.492 0.074
53698.265066  19.563 0.075
53704.250998  19.407 0.079
53989.347242  19.390 0.055
53995.361668  19.260 0.049
54000.322696  19.171 0.076
54006.269241  19.326 0.047
54007.372665  19.311 0.083
54009.296409  19.311 0.049
54011.361040  19.419 0.047
54025.360052  19.345 0.079
54029.290255  19.310 0.067
54348.357678  19.629 0.067
54358.313524  19.469 0.094
54359.307648  19.242 0.174
54365.346514  19.488 0.055
54381.366106  19.446 0.053
54384.372754  19.451 0.066
54386.358432  19.408 0.096
54388.362663  19.580 0.063
54403.276477  19.318 0.070
54404.334126  19.515 0.065
54405.332059  19.476 0.063
54406.270306  19.423 0.059
54412.273212  19.701 0.093

