51075.330326  20.086 0.021
51819.385164  19.733 0.017
52196.349514  19.930 0.018
52197.343975  19.936 0.018
52207.316288  19.973 0.017
52225.194130  19.948 0.018
52231.229913  19.960 0.017
52253.216082  19.880 0.018
52557.337915  19.865 0.020
52578.234000  19.885 0.016
52908.312481  19.672 0.016
52934.244383  19.751 0.017
52936.240310  19.771 0.014
52962.165833  19.855 0.020
53270.304390  19.908 0.019
53272.354312  19.839 0.017
53286.323032  19.865 0.020
53288.281521  19.907 0.018
53294.329199  19.860 0.020
53296.276224  19.830 0.027
53298.325976  19.877 0.018
53302.277190  19.840 0.033
53312.232729  19.895 0.027
53314.233920  19.872 0.017
53616.338280  19.663 0.018
53626.314706  19.591 0.014
53628.299571  19.465 0.030
53637.301187  19.525 0.022
53639.346564  19.501 0.014
53654.328257  19.531 0.013
53663.289161  19.549 0.024
53665.267131  19.471 0.018
53666.359261  19.551 0.022
53668.278762  19.511 0.017
53670.283613  19.551 0.014
53673.251599  19.500 0.013
53675.248487  19.550 0.013
53677.269517  19.525 0.013
53680.256184  19.506 0.013
53693.258081  19.539 0.026
53698.255471  19.540 0.014
53704.241403  19.474 0.017
53974.334058  19.760 0.019
53977.382680  19.784 0.018
53989.337462  19.760 0.033
53995.352102  19.835 0.016
54000.312868  19.782 0.036
54006.259674  19.812 0.019
54007.363019  19.847 0.021
54009.286797  19.920 0.034
54011.351294  19.879 0.024
54025.350371  19.916 0.022
54029.280659  19.913 0.023
54348.348032  20.076 0.023
54358.303881  20.022 0.034
54359.297968  20.028 0.035
54365.336934  20.059 0.026
54381.356495  20.082 0.021
54384.363145  20.090 0.033
54386.348823  20.085 0.029
54388.353085  20.063 0.023
54404.324483 20.068 0.028
54405.322417  20.145 0.028
54406.260695  20.102 0.029
54412.263609  20.079 0.022
