#51081.315484 -99.000 0.015
51819.386760  18.973 0.011
52558.351895  19.550 0.014
52577.239398  19.521 0.013
52586.242875  19.495 0.012
52910.323357  19.347 0.012
52931.253559  19.357 0.012
52935.250524  19.328 0.012
52959.193852  19.326 0.011
52963.173596  19.303 0.011
53352.144664  19.394 0.012
53622.352962  19.606 0.017
53634.302433  19.637 0.034
53638.343768  19.614 0.016
53640.307804  19.623 0.015
#53655.279975g -99.000 0.023
53664.304930  19.721 0.037
53669.264174  19.668 0.013
53671.348939  19.667 0.016
53674.248410  19.638 0.014
53676.337882  19.625 0.014
53679.309777  19.584 0.015
53681.301289  19.638 0.031
53685.260343  19.588 0.041
#53694.274218g -99.000 0.044
53697.258315  19.607 0.016
53700.257272  19.555 0.015
#53705.243943g -99.000 0.014
53975.328949  19.676 0.018
53990.341761  19.685 0.029
53994.351942  19.677 0.026
53996.335781  19.672 0.024
#53998.304330g -99.000 0.019
54005.334651  19.716 0.016
54010.289789  19.748 0.021
54012.282717  19.693 0.032
54020.288606  19.717 0.026
54024.370299  19.736 0.024
54028.358564  19.764 0.054
54030.282191  19.730 0.022
54035.357922  19.757 0.055
54037.263459  19.755 0.019
54040.277973  19.843 0.035
#54047.308437g -99.000 0.078
54049.304479  19.793 0.032
54053.268755  19.783 0.020
54056.270491  19.771 0.022
54059.264623  19.793 0.023
54062.269527 19.788 0.027
54068.250241  19.786 0.041
54357.307822  19.981 0.022
54362.357637  19.937 0.026
#54382.337907g -99.000 0.023
54385.355644  19.946 0.025
54387.356220  20.073 0.029
54392.350925  19.951 0.026
#54402.349427g -99.000 0.047
