51081.313818  20.076 0.058
51819.385094  19.342 0.035
#52558.350229u -99.000 0.047
52577.237732  20.141 0.051
52586.241209  20.044 0.045
52910.321691  19.846 0.040
52931.251893  19.849 0.043
52935.248858  19.856 0.045
52959.192186  19.776 0.037
52963.171930  19.735 0.034
53352.142998  19.863 0.041
53622.351296  20.242 0.073
53634.300767  20.316 0.138
53638.342102  20.259 0.066
#53640.306138u -99.000 0.085
53655.278309  20.291 0.099
53664.303264  20.202 0.135
53669.262508  20.245 0.050
53671.347273  20.273 0.087
53674.246744  20.143 0.059
53676.336216  20.227 0.062
53679.308111  20.167 0.072
53681.299623  20.218 0.075
#53685.258677u -99.000 0.149
#53694.272552u -99.000 0.278
53697.256649  20.095 0.064
53700.255606  20.178 0.075
#53705.242277u -99.000 0.055
53975.327283  20.312 0.058
53990.340094  20.358 0.109
53994.350275  20.305 0.052
53996.334115  20.326 0.064
#53998.302663u -99.000 0.081
54005.332984  20.331 0.051
54010.288122  20.267 0.054
54012.281050  20.376 0.113
54020.286939  20.256 0.092
54024.368632  20.298 0.080
54028.356897  20.402 0.081
54030.280524  20.226 0.055
54035.356255  20.398 0.108
54037.261792  20.292 0.059
54040.276307  20.366 0.129
#54047.306770u -99.000 1.167
#54049.302812u -99.000 0.145
#54053.267088u -99.000 0.056
54056.268825  20.380 0.084
54059.262956  20.413 0.098
54062.267860  20.480 0.087
#54068.248574u -99.000 0.205
54357.306155 20.570 0.065
54362.355970  20.691 0.087
#54382.336241u -99.000 0.128
#54385.353977u -99.000 0.068
54387.354553  20.631 0.102
54392.349258  20.517 0.109
#54402.347761u -99.000 0.410

