51081.258566  19.127 0.029
51467.353780  19.115 0.036
51819.329716  19.111 0.027
52558.294995  19.061 0.026
52577.182492  18.979 0.024
52586.185971  19.016 0.023
52910.266454  18.820 0.020
52931.196655  18.887 0.021
52935.193618  18.877 0.023
52959.136945  18.951 0.021
52963.116689  18.843 0.020
53313.186818  18.903 0.026
53352.087756  18.882 0.022
53622.296061  18.906 0.028
#53634.245532u -99.000 0.068
53636.251064  18.870 0.032
53638.286866  18.822 0.023
#53640.250901u -99.000 1.055
53664.248029  18.887 0.038
53666.211631  18.930 0.023
53669.207269  18.929 0.023
53671.292047  18.823 0.028
53674.191504  18.881 0.023
53676.280990  18.928 0.029
53679.252878  18.915 0.029
53681.244391  18.879 0.024
53685.203440  18.683 0.074
53687.241780  18.782 0.051
53694.217321  18.704 0.075
53697.201413  18.816 0.057
53700.200374  18.716 0.023
53705.187042  18.713 0.022
53975.272036  19.008 0.029
#53993.339844u -99.000 0.035
53996.278787  18.945 0.023
54005.277655  18.976 0.027
54010.232987  18.958 0.024
54012.225718  18.946 0.039
54020.231728  18.911 0.032
54022.280979  18.971 0.028
54028.222072 19.018 0.022
54030.225258  18.991 0.021
54035.301080  19.005 0.032
54037.206548  18.935 0.031
54040.220979  18.987 0.038
54049.247446  18.933 0.042
#54050.205635u -99.000 0.035
54053.211803  18.899 0.026
54056.213454  18.868 0.033
54059.207741  18.938 0.041
54062.212632  18.930 0.032
54357.250972  19.100 0.026
54362.300761  19.110 0.031
#54376.309444u -99.000 0.039
54385.298761  19.202 0.028
54387.299246  19.175 0.026
#54392.294004u -99.000 0.039
54402.292513  19.020 0.059

