51075.334015  20.226 0.047
52196.353199  20.059 0.053
52197.347626  19.955 0.046
#52207.320041u -99.000 0.047
52225.197820  20.130 0.049
52231.233602  20.154 0.045
52253.219771  20.260 0.067
#52557.341604u -99.000 0.064
52578.237690  20.283 0.049
52908.316171  20.321 0.055
52934.248073  20.480 0.087
52936.243999  20.429 0.057
53270.308063  20.115 0.042
53272.358001  20.067 0.048
53286.326720  20.145 0.061
53288.285212  20.203 0.064
53294.332888  20.113 0.064
53296.280005  20.089 0.056
53298.329666  20.150 0.060
53302.280879  20.200 0.091
53312.236489  20.055 0.055
53314.237609 20.161 0.052
#53616.341971u -99.000 0.077
53626.318395  20.046 0.046
53628.303261  20.015 0.090
53637.304878  19.930 0.080
53639.350255  20.021 0.046
53654.331947  20.068 0.051
53663.292852  20.369 0.110
53665.270822  18.290 0.272
53666.362951  20.009 0.085
53668.282452  20.182 0.071
53670.287304  20.152 0.058
53673.255289  20.133 0.047
53675.252177  20.095 0.052
53677.273208  20.178 0.048
#53680.259874u -99.000 0.050
53693.261771  20.158 0.107
53698.259160  20.293 0.069
53704.245093  20.173 0.071
53974.337752  20.458 0.056
53977.386409  20.484 0.050
#53989.341148u -99.000 0.109
53995.355771  20.377 0.048
54000.316598  20.398 0.089
54006.263466  20.396 0.056
54007.366833  20.284 0.069
54009.290514  20.427 0.060
54011.354988  20.509 0.060
54025.353998  20.292 0.068
54029.284439  20.335 0.061
54348.351848  20.319 0.058
54358.307694  20.334 0.077
54359.301586  20.034 0.098
54365.340620  20.268 0.045
54381.360180  20.381 0.056
54384.366924  20.266 0.059
#54386.352602u -99.000 0.064
#54388.356768 -99.000 0.053
54403.270545  20.517 0.185
54404.328140  20.495 0.109
#54405.326073u -99.000 0.078
54412.267322  20.225 0.055

