51075.332348  19.867 0.021
52196.351532  19.663 0.018
52197.345959  19.669 0.018
52207.318374  19.701 0.018
52225.196153  19.686 0.019
52231.231935  19.735 0.017
52253.218104  19.799 0.020
52557.339937  19.832 0.022
52578.236023  19.839 0.019
52908.314504  19.875 0.022
52934.246406  19.913 0.028
52936.242332  19.990 0.021
53270.306397  19.751 0.019
53272.356334  19.715 0.018
53286.325053  19.711 0.023
53288.283545  19.747 0.021
53294.331221  19.735 0.023
53296.278338  19.796 0.031
53298.327999  19.768 0.028
53302.279212  19.809 0.028
53312.234822  19.741 0.025
53314.235942  19.758 0.020
53616.340304  19.668 0.025
53626.316728  19.639 0.018
53628.301594  19.655 0.028
53637.303211  19.673 0.027
53639.348588  19.660 0.017
53654.330280  19.711 0.019
53663.291185  19.764 0.025
#53665.269155r -99.000 0.092
53666.361284  19.680 0.024
53668.280785  19.703 0.026
53670.285637  19.718 0.019
53673.253622  19.710 0.018
53675.250510  19.700 0.019
53677.271541  19.756 0.017
53680.258207  19.799 0.020
53693.260104  19.796 0.026
53698.257493  19.728 0.021
53704.243426  19.718 0.027
53974.336085  19.959 0.021
53977.384742  19.972 0.019
53989.339481  19.992 0.036
53995.354104  20.018 0.019
54000.314932  19.970 0.028
54006.261799  19.981 0.025
54007.365167  19.986 0.033
54009.288848  20.006 0.022
54011.353321  20.006 0.025
54025.352331  19.994 0.027
54029.282772  19.942 0.032
54348.350182  19.828 0.027
54358.306028  19.785 0.025
54359.299920  19.861 0.039
54365.338954  19.825 0.020
54381.358513  19.832 0.020
54384.365258  19.807 0.021
54386.350935  19.818 0.025
54388.355101  19.823 0.021
54403.268878  19.795 0.062
54404.326473  19.841 0.025
54405.324406  19.836 0.021
54412.265656  19.814 0.020

