#ID ra dec P r ug gr ri iz gN gAmpl rN rAmpl iN iAmpl zQSO MiQSO cl
644509 19.931233 -1.149565 0.9981142 19.72 0.27 0.03 0.29 0.22 37 0.597 40 0.461 40 0.354 0.5 -22.777 QSO
644952 17.213271 0.854919 0.9962614 19.76 0.14 0.01 0.08 0.22 56 0.394 57 0.343 57 0.242 2.14 -25.737 QSO
645256 18.804868 0.336998 2958.4351591 19.65 0.1 0.16 0.09 0.17 62 0.398 63 0.338 66 0.277 2.12 -26.072 QSO
645789 18.244295 1.054061 1.0012941 19.27 0.31 0.63 0.18 0.26 65 0.369 75 0.283 72 0.256 0.38 -22.217 QSO
645914 19.765412 0.840443 3336.956149 19.78 0.39 0.2 0.01 0.3 115 0.517 118 0.437 119 0.4 2.13 -25.793 QSO
647556 17.119061 0.051474 1137.6550873 19.26 -0.07 0.26 0.1 -0.04 56 0.313 54 0.23 53 0.267 1.2 -25.04 QSO
647637 16.611541 -0.880114 2958.4351505 18.71 0.6 0.44 0.11 0.21 59 0.21 63 0.183 62 0.196 0.96 -25.002 QSO
647936 17.394002 0.805707 2365.335298 20.15 0.75 -0.04 0.13 0.36 63 0.375 63 0.291 64 0.295 2.43 -25.856 QSO
648276 17.695726 0.031541 2141.7898697 19.86 0.2 0.29 0.0 -0.11 55 0.686 54 0.554 56 0.525 1.04 -23.682 QSO
650512 16.522304 -0.997445 1984.1307032 19.54 0.0 -0.05 0.28 -0.02 61 0.42 63 0.329 61 0.257 1.86 -25.76 QSO
651051 19.017165 1.262703 0.5629882 16.8 1.2 0.27 0.09 0.03 57 1.022 60 0.721 58 0.594 -9.9 -9.9 RRAB
651264 18.485806 -0.081555 3151.2744625 20.17 0.13 0.01 0.26 -0.14 65 0.472 66 0.498 64 0.296 1.66 -25.062 QSO
652299 19.094748 -0.283943 2532.3415315 19.54 0.21 -0.03 0.06 -0.02 53 0.421 54 0.399 53 0.336 1.57 -25.181 QSO
652373 15.414063 -0.482801 3320.1647711 19.43 0.09 0.05 0.36 -0.06 57 0.649 62 0.543 63 0.392 1.8 -25.949 QSO
652575 16.210669 -0.048861 2450.1066371 19.73 0.21 0.47 0.04 -0.03 61 0.892 61 0.577 61 0.518 1.34 -24.707 QSO
652840 18.525986 -1.068317 581.2182266 19.52 0.55 0.25 0.28 0.31 34 0.7 34 0.598 33 0.462 0.44 -22.364 QSO
652962 17.659225 0.131967 1118.4082232 19.92 0.28 0.01 0.22 -0.07 53 0.558 53 0.426 53 0.3 1.61 -25.148 QSO
653478 15.341962 0.99287 0.4201179 18.83 0.23 0.23 -0.08 0.21 35 0.279 35 0.328 32 0.395 0.96 -24.667 QSO
653726 19.49516 0.339312 3320.187549 18.17 0.39 -0.2 0.06 -0.18 63 0.608 64 0.619 65 0.513 0.61 -24.732 QSO
654394 17.154293 -0.799906 1315.1292868 19.52 -0.06 0.25 -0.06 -0.13 56 0.713 55 0.583 53 0.486 1.26 -24.673 QSO
654638 15.551328 1.20481 3303.5639769 19.64 0.09 0.18 -0.05 0.03 62 0.534 63 0.429 61 0.412 1.13 -24.369 QSO
655061 18.657684 1.224144 3336.956156 20.14 0.07 0.23 0.37 0.15 64 0.395 65 0.401 63 0.287 1.82 -25.482 QSO
655873 16.91582 -1.178481 2962.0031938 18.83 0.32 0.07 0.19 -0.1 55 0.41 56 0.267 56 0.225 1.6 -26.007 QSO
655926 17.478585 -1.212988 3321.033807 18.19 0.1 0.13 0.12 -0.06 57 0.409 56 0.351 55 0.291 1.46 -26.377 QSO
655939 18.283726 0.875024 2206.5928281 19.69 0.64 0.04 -0.03 0.28 46 0.37 54 0.433 53 0.425 2.4 -25.989 QSO
656902 16.712311 -0.603239 1550.9738613 19.07 0.07 -0.04 0.23 -0.05 59 0.496 63 0.31 62 0.262 1.74 -26.152 QSO
657324 15.46284 0.341357 1201.2960069 18.58 0.5 0.35 0.03 0.49 58 0.635 61 0.506 62 0.48 0.32 -22.546 QSO
658403 19.132864 -0.435605 2994.1867268 19.91 -0.18 0.33 -0.01 0.02 64 1.427 62 1.093 64 1.193 1.21 -24.634 QSO
658465 15.840671 -0.400266 1002.3961397 18.49 -0.14 0.35 -0.06 -0.1 57 0.721 54 0.539 58 0.571 1.32 -25.887 QSO
658952 15.420878 -0.744213 622.104661 19.51 0.52 -0.09 -0.04 0.26 54 0.353 58 0.35 58 0.375 2.5 -26.254 QSO
659292 19.571253 -1.239422 879.0970979 19.21 0.3 0.17 0.21 0.03 53 0.394 54 0.361 55 0.251 0.67 -23.583 QSO
660041 17.673359 -0.943826 1580.6574642 19.72 0.18 0.24 -0.07 0.01 62 0.534 64 0.437 63 0.539 1.06 -24.046 QSO
660289 18.42891 0.808277 2560.9181827 19.7 0.43 -0.03 -0.02 0.22 33 0.477 32 0.585 34 0.535 0.7 -23.35 QSO
661120 16.130174 1.001426 2565.271906 19.9 0.09 0.24 -0.02 -0.08 54 0.274 55 0.231 56 0.239 1.2 -24.24 QSO
661700 16.431338 0.667751 1309.717114 17.48 0.05 0.26 -0.05 -0.05 62 0.523 62 0.504 63 0.452 1.07 -26.403 QSO
662618 16.046455 -0.875265 2674.9506184 19.51 0.15 0.23 0.03 0.13 61 0.561 61 0.518 62 0.535 0.99 -24.344 QSO
662682 19.115859 -0.217858 1529.2201003 19.2 0.21 -0.06 0.18 0.13 52 0.523 53 0.466 51 0.398 0.47 -22.85 QSO
662692 19.069527 0.134192 2922.5097352 19.33 0.04 -0.0 0.12 0.09 53 0.65 54 0.651 55 0.57 1.94 -26.52 QSO
663310 17.658677 0.748326 996.5522895 18.3 -0.04 0.01 0.26 0.2 52 0.296 57 0.259 58 0.192 2.01 -27.362 QSO
663489 19.217149 -0.104215 3336.956129 19.06 0.18 0.09 0.2 -0.06 58 0.446 64 0.316 65 0.257 1.57 -25.866 QSO
663695 17.04384 0.298862 257.5879659 20.42 0.1 -0.08 0.37 -0.04 62 0.337 62 0.368 63 0.295 1.79 -25.032 QSO
663824 19.301583 -0.022999 0.9980812 20.06 0.21 0.12 0.16 -0.07 59 0.955 65 0.728 65 0.571 1.53 -24.661 QSO
663869 15.319326 0.080133 2468.9537144 19.65 0.32 0.03 -0.1 0.14 55 0.306 57 0.349 55 0.299 0.77 -23.389 QSO
664026 19.420466 -0.684498 0.9971289 19.77 0.43 0.47 0.13 0.17 52 0.386 53 0.359 53 0.365 0.97 -23.715 QSO
664388 16.69122 0.936815 3289.427462 19.95 0.36 0.08 0.12 0.27 53 0.82 53 0.697 52 0.591 2.05 -25.305 QSO
664801 18.414146 -0.502575 2008.2538233 18.4 0.1 0.14 -0.17 -0.03 64 0.603 66 0.509 66 0.521 1.0 -24.822 QSO
665834 18.20054 -0.5638 2621.8941037 19.63 0.93 -0.07 0.13 0.34 63 0.244 63 0.246 64 0.233 2.43 -26.241 QSO
666074 16.275277 0.653594 2496.3934266 19.78 0.05 0.21 -0.08 0.05 59 0.432 62 0.323 63 0.361 1.04 -23.849 QSO
667484 18.539858 -0.033836 1239.6144812 19.09 0.3 0.37 -0.04 -0.14 65 0.428 65 0.325 65 0.324 1.3 -25.347 QSO
667793 18.669163 0.173097 3192.0615607 19.9 0.53 0.07 0.04 0.26 55 0.504 55 0.499 57 0.463 2.28 -25.985 QSO
667824 18.631833 0.080746 3304.3452486 20.41 0.05 -0.03 0.35 0.02 55 0.993 56 0.833 58 0.557 1.83 -25.296 QSO
668184 18.627537 -0.264093 1852.2948338 19.97 0.0 0.03 0.17 0.07 53 0.469 55 0.404 55 0.295 1.92 -25.425 QSO
668799 16.327292 -0.176987 1664.2696824 19.8 0.21 0.54 0.01 -0.03 62 0.743 63 0.434 61 0.557 1.3 -24.64 QSO
668811 19.95864 -0.194155 0.9969352 18.45 0.92 0.54 0.28 0.07 65 0.237 67 0.188 65 0.226 1.5 -26.599 QSO
668970 16.141833 -0.823708 3327.017562 19.18 0.05 0.31 0.09 -0.0 53 0.669 57 0.515 55 0.517 1.39 -25.13 QSO
669451 18.57612 0.367382 3191.8710914 18.8 0.16 0.02 0.23 0.03 63 0.285 64 0.251 65 0.222 1.68 -26.37 QSO
669830 17.039959 -0.95987 1882.3806879 19.63 0.24 0.48 -0.08 -0.11 63 0.283 64 0.214 64 0.24 1.26 -24.488 QSO
669938 18.9913 -0.240542 1129.8361527 19.9 0.18 0.04 0.19 0.03 54 0.28 56 0.258 55 0.254 1.73 -25.233 QSO
670674 18.571608 -0.921875 1121.7551375 17.96 0.12 0.05 -0.07 0.08 67 0.233 65 0.18 67 0.227 0.85 -25.257 QSO
671198 19.690701 -0.235893 829.2113835 19.0 0.28 0.03 0.01 0.17 57 0.348 57 0.408 57 0.418 2.19 -26.606 QSO
671803 16.058041 1.053686 1644.7043469 20.19 0.08 -0.06 0.24 0.03 72 0.56 79 0.554 74 0.448 1.9 -25.284 QSO
672676 15.02678 0.700809 2889.4135632 20.08 0.05 -0.02 0.24 0.01 61 0.487 62 0.436 62 0.458 1.68 -25.239 QSO
672713 19.073526 0.893513 886.2056819 19.76 0.01 0.2 0.1 -0.01 52 0.29 55 0.236 55 0.209 1.42 -24.681 QSO
672906 18.488013 0.639592 2642.8620971 19.89 2.73 0.39 0.07 -0.04 64 0.423 65 0.365 65 0.336 3.26 -26.391 QSO
673027 16.50125 0.26611 2544.4809536 19.88 -0.06 0.33 0.01 -0.02 61 0.777 61 0.544 62 0.603 1.35 -24.565 QSO
673258 18.817711 -0.077901 2255.0009553 19.09 0.16 0.12 0.26 -0.06 63 0.415 64 0.264 62 0.531 1.61 -26.1 QSO
673269 15.74328 0.634836 1992.527897 19.37 0.11 0.03 0.08 0.22 70 0.427 72 0.307 72 0.313 2.09 -26.057 QSO
673689 18.949764 -0.787132 2061.3312287 19.42 0.09 0.05 0.13 0.09 52 0.473 55 0.391 54 0.322 1.97 -26.008 QSO
674000 16.904194 -0.319891 3321.033842 18.24 0.27 0.05 -0.04 0.06 56 0.511 56 0.48 56 0.433 0.74 -24.945 QSO
674281 16.701022 -0.445989 943.8773158 19.85 0.15 0.23 0.0 -0.14 56 0.583 61 0.456 60 0.466 1.29 -24.479 QSO
675083 15.73563 0.501291 2206.5928405 20.1 2.47 0.23 0.06 -0.12 57 0.416 57 0.425 54 0.425 3.12 -26.251 QSO
675107 19.41895 -0.047348 851.4361284 19.89 0.3 0.08 0.13 -0.16 64 0.735 64 0.62 62 0.519 1.55 -24.992 QSO
678389 17.644955 0.041798 2925.840296 19.78 0.29 -0.06 0.19 0.03 53 0.597 53 0.485 55 0.442 0.58 -22.69 QSO
678532 18.460746 0.022677 3321.03388 20.12 0.52 0.06 0.03 0.3 51 0.52 54 0.512 54 0.457 2.25 -25.779 QSO
678561 19.636224 0.810273 1273.0528833 19.26 0.27 0.11 0.18 -0.07 64 0.501 65 0.404 66 0.297 1.54 -25.87 QSO
678644 19.515868 0.806801 2391.0137565 19.69 0.03 0.39 -0.05 -0.06 63 0.864 64 0.613 65 0.644 1.28 -24.905 QSO
679757 19.000472 -0.865766 1244.2834435 19.58 0.39 -0.01 -0.16 0.17 62 1.034 65 1.068 65 1.029 0.81 -23.777 QSO
680295 17.874764 0.5754 3271.4663825 18.49 -0.1 0.44 0.03 0.01 57 0.288 56 0.218 56 0.233 1.32 -25.741 QSO
680617 15.717811 -0.70122 1304.691755 19.98 -0.04 0.26 -0.01 -0.06 52 0.433 56 0.36 54 0.396 1.17 -23.807 QSO
680826 16.774861 0.411334 3287.1508442 20.15 0.07 -0.0 0.26 -0.01 61 0.549 63 0.479 65 0.449 1.77 -25.411 QSO
680844 19.490798 -1.136097 1998.676783 18.52 0.27 -0.07 -0.07 0.03 52 0.487 55 0.493 55 0.556 0.71 -24.215 QSO
682461 18.002403 -0.393583 1631.6740528 19.96 0.93 0.38 0.16 0.4 51 0.487 54 0.457 56 0.517 0.75 -23.103 QSO
682946 19.388626 0.95684 1611.678055 20.09 0.06 0.03 0.28 0.01 52 0.387 52 0.337 52 0.328 1.84 -25.146 QSO
683022 18.872788 -0.95659 2906.3805016 19.89 0.19 0.01 0.22 -0.03 63 0.544 62 0.491 63 0.443 1.6 -25.277 QSO
683291 17.476555 0.636954 0.9995414 18.38 0.11 0.15 0.11 0.12 63 0.283 65 0.224 66 0.221 1.98 -27.004 QSO
683355 16.910968 -1.13648 3321.033883 18.87 0.25 0.0 -0.04 0.11 56 0.602 57 0.569 57 0.504 0.76 -23.971 QSO
683566 16.460067 -0.215199 2988.9305649 18.82 0.01 0.13 -0.17 -0.02 96 0.517 99 0.414 96 0.445 1.02 -24.701 QSO
683604 19.845224 -0.738825 827.125315 18.07 0.12 0.21 0.01 0.04 55 0.365 57 0.262 56 0.279 1.06 -25.642 QSO
685019 18.424135 0.833483 3030.8125919 19.81 -0.06 -0.07 0.37 0.04 89 0.374 88 0.372 92 0.374 1.81 -25.5 QSO
685723 18.248794 0.998488 2774.5345738 19.34 0.17 0.21 -0.09 -0.1 42 0.528 53 0.484 55 0.505 1.04 -24.188 QSO
688647 15.994863 0.928159 3321.033764 19.66 0.63 0.22 0.26 0.11 56 0.392 57 0.337 58 0.257 0.63 -23.278 QSO
688810 18.177926 0.354728 911.3296943 20.15 0.32 0.08 0.09 0.24 62 0.711 61 0.55 63 0.438 2.16 -25.491 QSO
689005 18.167652 -0.867625 2958.4351548 19.13 0.0 0.03 0.25 0.04 63 0.472 64 0.357 64 0.249 1.9 -26.495 QSO
689841 19.891766 0.109784 2270.0737721 19.71 -0.04 0.21 -0.05 -0.02 43 0.648 42 0.505 42 0.514 1.11 -23.87 QSO
689882 17.639445 0.14193 3293.4081724 18.88 0.28 -0.1 0.13 0.11 55 0.287 54 0.282 56 0.259 0.47 -22.965 QSO
690066 16.550906 0.322269 2307.5090546 18.41 3.46 0.58 0.29 0.0 61 0.551 62 0.513 63 0.377 3.12 -27.969 QSO
690531 19.689594 0.058412 2251.9338022 19.83 0.26 0.06 -0.01 0.16 53 0.378 54 0.403 54 0.362 0.76 -22.865 QSO
690794 19.15997 -0.856283 1308.3452857 19.67 0.5 0.38 0.28 0.37 66 0.411 66 0.3 66 0.284 2.07 -26.118 QSO
692471 19.145872 -0.84054 1664.2696979 20.1 0.22 0.11 0.21 -0.02 116 0.54 116 0.475 116 0.373 1.58 -24.875 QSO
693147 18.358922 0.987076 3321.033838 19.41 0.09 0.25 0.06 -0.06 53 0.417 55 0.305 56 0.315 1.29 -24.708 QSO
693194 17.109638 -0.767263 3321.033914 19.62 0.52 0.17 0.07 0.2 56 0.386 54 0.308 53 0.316 2.24 -25.768 QSO
693840 16.127401 -1.241745 1631.6741063 17.74 0.02 0.19 -0.03 -0.15 55 0.257 55 0.19 57 0.16 1.15 -26.219 QSO
694085 16.516104 1.085055 2032.9707052 19.07 0.27 0.06 0.28 -0.06 56 0.461 64 0.329 59 0.266 1.61 -26.17 QSO
695031 19.379532 -0.500632 2020.5367039 20.19 0.15 0.13 0.32 0.03 56 0.382 63 0.317 64 0.249 1.83 -25.219 QSO
695441 17.241773 0.85406 3245.0713313 19.35 1.83 0.39 -0.07 0.08 54 0.358 54 0.326 55 0.346 2.97 -26.732 QSO
695858 15.928061 0.427025 1635.4277389 17.04 0.16 -0.0 0.04 0.3 57 0.347 63 0.267 61 0.242 0.39 -24.386 QSO
695980 18.491391 -1.194395 2251.9338957 18.12 0.45 0.18 0.02 0.21 55 0.405 55 0.412 56 0.366 0.75 -24.73 QSO
696122 15.560847 -0.488168 1647.6547037 20.18 -0.05 0.08 0.38 -0.02 59 0.402 61 0.309 61 0.243 1.88 -25.487 QSO
696135 19.686529 0.987134 3310.041458 19.98 -0.0 0.33 -0.11 -0.04 52 0.547 54 0.449 54 0.577 1.13 -24.188 QSO
696538 17.846484 0.609099 3239.2352364 19.66 0.17 0.07 -0.02 0.2 56 0.339 54 0.285 55 0.254 2.13 -25.646 QSO
696910 19.316252 0.665999 0.9992239 19.38 0.18 0.02 0.31 -0.06 60 0.343 63 0.411 65 0.195 1.76 -26.007 QSO
697531 17.315819 -0.37777 646.5728786 20.04 0.24 0.26 0.37 0.15 56 0.368 53 0.318 54 0.299 1.77 -25.447 QSO
697882 15.101463 0.420691 1379.3586681 20.19 0.13 0.13 0.15 -0.04 113 0.581 115 0.506 113 0.397 1.48 -24.526 QSO
698065 16.145844 -0.383529 652.9936679 19.96 0.18 0.31 0.24 0.23 56 0.293 57 0.234 56 0.163 2.01 -25.572 QSO
698463 19.732275 -0.675646 2944.3195478 18.46 0.23 -0.08 -0.08 0.01 57 0.343 57 0.32 56 0.304 0.75 -24.259 QSO
699064 16.700146 0.774379 3320.1876008 18.47 -0.07 -0.03 0.21 0.05 56 0.276 60 0.244 59 0.208 1.88 -26.938 QSO
699131 18.211601 0.741337 3336.956167 19.3 0.12 0.06 -0.08 0.03 64 0.481 62 0.458 65 0.466 0.91 -23.962 QSO
699357 17.229256 -0.963099 3270.8777986 17.72 0.15 0.06 0.23 -0.02 62 0.238 65 0.153 65 0.097 1.67 -27.373 QSO
699507 16.671046 -0.863582 3336.956119 19.84 0.39 0.06 -0.09 0.21 60 0.776 62 0.793 62 0.803 0.87 -23.484 QSO
699872 19.10431 -1.149095 441.318535 20.15 0.1 0.18 0.01 0.14 51 0.446 50 0.397 51 0.486 0.96 -23.271 QSO
700313 15.188041 -1.036746 1.0014068 16.56 1.13 0.16 0.06 -0.01 58 0.822 59 0.649 61 0.533 -9.9 -9.9 RRmf
700329 18.916899 -0.557978 1321.4292698 17.97 0.49 -0.12 0.17 -0.06 63 0.268 63 0.216 65 0.177 1.59 -26.965 QSO
700492 17.715504 -0.658072 869.7944789 18.97 0.06 0.24 -0.0 -0.09 56 0.401 56 0.3 55 0.278 1.07 -24.897 QSO
700730 16.124308 -0.581533 2299.4626913 19.58 0.04 0.22 0.07 -0.04 59 0.521 62 0.476 61 0.422 1.19 -24.761 QSO
702715 15.968932 0.505265 0.9997394 20.12 0.21 0.23 -0.06 0.08 48 0.979 56 0.772 54 0.789 1.06 -24.025 QSO
702904 19.091511 0.053221 2438.4351969 19.52 1.27 0.44 0.03 0.12 52 0.353 54 0.259 55 0.284 2.65 -26.608 QSO
703137 16.875695 -0.80212 3321.034019 20.08 0.18 0.08 0.42 0.08 56 0.892 56 0.815 56 0.649 1.88 -25.269 QSO
703219 18.914398 -0.233327 0.200018 19.57 0.5 0.09 -0.03 0.19 53 0.345 55 0.302 54 0.272 2.34 -26.166 QSO
703497 17.213798 -1.085921 833.4152411 19.29 0.01 -0.05 0.29 -0.12 54 0.387 54 0.384 53 0.323 1.76 -26.236 QSO
704093 16.845035 -0.316331 580.8874696 19.29 0.49 0.04 0.13 0.02 56 0.461 56 0.425 57 0.329 0.65 -23.571 QSO
704499 17.832581 0.447817 1558.2101167 19.35 -0.06 0.02 0.26 0.04 50 0.42 49 0.354 49 0.332 1.75 -26.093 QSO
704808 15.704251 -1.095787 1101.4483084 19.47 0.18 0.29 -0.1 0.08 53 0.246 53 0.229 54 0.222 1.04 -24.192 QSO
705370 15.254205 0.655159 1926.2764 20.08 1.56 0.18 -0.02 0.11 60 0.323 62 0.396 62 0.334 3.02 -26.12 QSO
705637 19.12155 0.151301 2630.2586467 19.73 0.02 0.28 -0.05 -0.17 52 1.09 54 0.763 55 0.771 1.25 -24.751 QSO
708071 15.294255 0.984689 2619.7797354 19.93 0.06 0.34 0.22 0.11 56 0.563 57 0.447 55 0.526 1.29 -24.836 QSO
708922 16.207496 0.402682 3336.933306 19.97 0.57 -0.05 0.08 0.38 62 0.401 63 0.448 64 0.514 2.6 -26.381 QSO
709142 16.373357 -0.184464 2976.2041302 20.21 0.38 -0.05 -0.12 0.3 56 0.519 59 0.553 57 0.587 0.74 -22.694 QSO
709298 16.77316 0.102493 1816.4769583 18.97 0.06 0.17 -0.03 -0.09 57 0.272 54 0.228 55 0.245 1.36 -25.449 QSO
709433 15.170768 0.935844 3321.033856 19.34 0.36 0.1 0.1 0.2 53 0.562 59 0.528 57 0.539 2.18 -25.96 QSO
710131 17.117463 0.003881 3336.956192 18.62 0.27 0.41 -0.02 -0.07 109 0.631 112 0.498 110 0.565 1.2 -25.555 QSO
710438 17.04793 0.089528 1782.0179888 20.09 0.21 0.02 0.02 0.19 54 0.491 55 0.475 55 0.502 0.86 -22.951 QSO
710603 19.906568 -0.167664 2621.8941124 19.47 0.02 0.25 0.0 -0.04 64 0.405 66 0.336 64 0.316 1.2 -24.592 QSO
710673 16.659271 0.722383 3012.3885517 18.46 0.05 0.07 -0.04 -0.01 53 0.246 61 0.264 60 0.245 1.11 -25.355 QSO
711695 16.55489 0.551723 2826.2093558 19.99 0.13 0.03 0.16 -0.17 53 1.028 56 0.757 55 0.635 1.53 -25.102 QSO
711946 18.587312 -0.680347 2221.5023967 18.14 0.21 -0.18 0.12 0.16 50 0.795 54 0.779 54 0.602 0.44 -23.396 QSO
713948 341.500664 1.159603 1526.6689803 18.63 0.09 0.27 0.04 -0.04 53 0.486 54 0.452 53 0.467 1.21 -25.563 QSO
715780 341.462346 0.859864 0.9997347 19.39 0.22 0.05 -0.18 0.08 55 0.804 55 0.794 55 0.802 0.91 -24.259 QSO
716370 341.07539 -1.203448 2237.9374771 18.29 0.38 0.06 0.16 -0.12 56 0.339 56 0.335 55 0.277 0.65 -24.354 QSO
716517 340.613006 0.490665 637.1897539 19.82 0.04 -0.04 0.24 0.02 58 0.366 58 0.357 59 0.26 1.79 -25.524 QSO
717147 341.575494 -0.324021 2820.9605125 19.57 -0.06 -0.03 0.24 0.02 53 0.433 54 0.382 54 0.313 1.79 -25.707 QSO
717333 344.196574 0.101808 2556.2368666 19.75 0.27 0.19 0.16 0.23 54 0.387 53 0.379 54 0.372 0.88 -24.028 QSO
717365 343.573926 -0.533546 860.2968445 18.85 0.24 0.38 -0.06 -0.01 53 0.561 55 0.425 55 0.474 1.06 -25.0 QSO
717527 341.571238 -1.083769 2209.5732545 20.02 0.59 -0.09 0.02 0.22 52 0.548 52 0.467 52 0.438 2.27 -25.799 QSO
717788 343.623256 0.020621 1300.0385595 19.23 0.23 0.02 0.17 -0.05 54 0.424 55 0.274 55 0.214 1.63 -25.8 QSO
719400 342.54775 0.074431 0.9997296 19.61 0.11 0.06 0.05 0.16 54 0.516 55 0.432 55 0.474 2.08 -26.141 QSO
719519 341.94409 -0.782814 2715.5039362 19.88 0.84 0.16 0.03 0.05 51 0.761 51 0.708 50 0.518 2.65 -26.218 QSO
720083 340.627447 -0.133561 3303.5640452 19.62 0.1 0.01 -0.19 0.19 51 0.793 52 0.731 51 0.751 0.9 -23.635 QSO
721159 343.093942 -0.307518 2731.7838231 19.39 -0.07 0.26 -0.03 -0.06 52 0.612 53 0.421 52 0.417 1.32 -25.088 QSO
722690 341.247679 0.009315 0.9988234 19.32 1.94 0.15 0.11 0.11 56 0.322 57 0.293 57 0.215 2.95 -26.951 QSO
723885 342.600377 -0.268628 2728.2529021 19.29 -0.01 0.06 0.11 0.13 53 0.395 55 0.33 54 0.286 2.01 -26.265 QSO
725688 344.03532 1.099392 3336.933308 18.02 0.65 0.29 0.13 0.23 58 0.332 56 0.255 55 0.251 2.27 -27.795 QSO
726248 342.233223 -0.817283 17.6058656 19.84 0.41 0.17 0.26 0.04 53 0.3 54 0.27 54 0.184 1.49 -25.01 QSO
728791 343.215065 0.2275 1.9996574 19.36 0.14 0.1 0.22 -0.04 52 0.551 51 0.491 53 0.446 1.57 -25.946 QSO
729042 342.118234 -0.66561 0.333281 19.37 -0.08 0.23 0.13 -0.05 54 0.397 55 0.256 55 0.288 1.46 -25.425 QSO
729596 344.389418 -1.158939 2934.9387 17.71 0.05 0.01 0.2 0.0 55 0.39 53 0.337 54 0.277 1.77 -27.362 QSO
730447 341.712984 0.358711 827.9544021 19.99 0.78 0.08 0.01 0.15 54 0.521 54 0.476 54 0.489 2.62 -25.922 QSO
730688 343.276505 1.101902 0.9997416 19.68 0.12 0.11 0.21 -0.05 56 0.324 54 0.289 53 0.253 1.52 -25.404 QSO
730698 340.190287 1.130871 1672.682249 19.32 0.04 0.16 0.03 0.15 52 0.331 53 0.299 51 0.298 0.96 -24.268 QSO
731856 342.323037 -0.673271 849.5863941 19.89 0.03 0.03 0.09 0.15 53 0.45 53 0.437 53 0.321 2.06 -25.429 QSO
732218 342.656039 -0.851204 1285.4260394 19.09 0.44 0.33 0.32 0.11 55 0.307 55 0.22 55 0.205 1.54 -25.911 QSO
732554 343.892117 -0.00474 1.9959948 20.16 0.0 0.07 0.49 0.12 102 0.599 106 0.724 103 0.594 1.91 -25.56 QSO
733842 342.112418 -0.89736 0.9964441 18.39 0.37 0.03 0.16 -0.1 51 0.47 52 0.462 52 0.394 0.59 -24.493 QSO
734665 342.68608 0.808692 3336.933309 19.61 0.3 0.07 -0.03 0.18 53 0.409 53 0.392 53 0.422 0.73 -23.506 QSO
734864 341.870016 -0.738222 1660.3353186 17.84 0.08 0.3 0.02 -0.12 55 0.331 55 0.298 54 0.291 1.14 -26.294 QSO
735787 342.708765 -1.068543 2067.7614127 19.38 0.18 -0.07 0.04 0.16 54 0.605 53 0.576 54 0.468 0.78 -24.051 QSO
736474 342.052787 0.335937 666.7078946 19.46 0.28 0.38 0.11 0.08 52 0.424 52 0.297 53 0.295 1.08 -24.35 QSO
737282 344.431599 1.187519 3101.9379907 18.49 0.35 0.08 -0.14 0.11 58 0.322 58 0.311 55 0.327 0.86 -24.553 QSO
738396 343.261478 -0.371516 1.0024907 19.7 0.42 0.17 0.03 0.18 50 0.391 52 0.385 52 0.373 0.83 -23.186 QSO
738865 340.804872 -1.098167 1431.3232999 19.39 0.21 0.33 -0.13 0.0 56 0.716 56 0.617 56 0.691 1.05 -24.296 QSO
739590 341.728965 -1.066912 780.7977366 19.39 0.11 0.06 -0.19 0.13 51 0.304 53 0.287 52 0.309 0.91 -24.047 QSO
740293 343.347805 -0.256474 2497.6411706 19.15 -0.04 0.27 0.01 -0.03 51 0.727 54 0.59 54 0.528 1.39 -25.037 QSO
741025 341.385513 0.982781 0.9997829 20.27 0.54 -0.14 0.28 0.06 53 0.778 53 0.774 53 0.515 0.65 -22.866 QSO
741490 341.799849 1.252747 1.0020866 19.76 0.08 0.04 0.2 0.05 52 0.471 52 0.336 51 0.303 1.91 -25.646 QSO
742636 344.369542 0.189047 541.5815606 19.89 0.07 0.22 0.04 0.03 54 0.254 54 0.232 55 0.209 1.16 -24.276 QSO
743314 340.642745 0.661984 1508.4687563 19.7 1.18 0.09 -0.0 0.01 50 0.242 50 0.27 50 0.257 2.89 -26.506 QSO
744260 340.730127 -1.15689 1537.3476582 19.54 0.15 0.27 -0.14 0.01 59 0.418 59 0.328 59 0.358 1.04 -23.817 QSO
746075 344.825669 -0.019991 3336.933312 18.64 0.18 0.25 0.02 -0.0 59 1.22 61 0.918 59 0.836 1.34 -25.003 QSO
746812 340.436159 1.062506 1522.3716248 19.69 0.12 0.26 0.0 0.08 51 0.492 51 0.476 49 0.519 1.05 -24.219 QSO
747864 344.185136 -0.841347 833.1813476 19.07 0.28 -0.09 0.16 0.03 104 0.573 106 0.409 107 0.41 0.52 -22.953 QSO
748274 343.097448 1.132567 0.9955502 19.85 0.23 0.16 0.27 -0.12 55 0.751 55 0.547 52 0.422 1.55 -25.39 QSO
748528 340.032869 -1.256118 0.998088 19.9 0.37 0.06 0.09 -0.01 58 0.376 59 0.374 58 0.346 0.66 -22.886 QSO
749624 343.32022 -0.113444 3287.1283461 18.67 -0.02 0.09 0.16 0.19 56 0.312 57 0.262 55 0.234 1.98 -26.902 QSO
750620 340.759095 0.299156 3336.933312 19.5 -0.01 0.21 -0.05 -0.02 53 1.102 52 0.796 53 0.808 1.2 -24.54 QSO
