51075.283423  20.517 0.077
52196.283975  20.706 0.084
52197.297084  20.775 0.081
52225.147230  20.787 0.077
52253.169185  20.679 0.127
52557.291017  21.234 0.133
52908.265581  21.050 0.132
52911.279367  21.265 0.140
52930.156741  21.028 0.121
52934.197482  21.042 0.116
52936.193408  21.069 0.108
52962.118930  21.245 0.133
53270.257541  20.801 0.079
53286.276131  20.859 0.140
53288.234623  20.557 0.074
53294.262019  20.506 0.075
53302.230289  20.829 0.196
53312.185832  20.685 0.095
53314.187018  20.768 0.098
53616.291385  20.636 0.116
53626.267809  20.734 0.113
53637.254289  20.528 0.140
53639.299666  20.652 0.091
53644.246771  20.758 0.072
53656.228953  20.803 0.233
53670.236714  20.690 0.089
53673.204698  20.697 0.094
53677.222618  20.718 0.083
53693.211182  20.943 0.248
53704.194507  20.813 0.101
53989.290573  21.146 0.219
54000.265971  21.159 0.133
54007.316117  21.167 0.117
54009.239939  20.967 0.114
54019.254605  21.110 0.159
54029.233741  20.840 0.090
54348.301138  21.133 0.120
54365.290043  20.815 0.139
54388.306195  20.896 0.109
54403.219951  20.716 0.140
54405.275491  20.996 0.133
54406.213801  20.858 0.092
54412.216711  21.031 0.189

