51081.313259  19.584 0.017
52558.349671  19.327 0.012
52577.237173  19.324 0.012
52586.240652  19.261 0.011
52910.321132  19.058 0.010
52931.251335  19.104 0.011
52935.248298  19.058 0.011
52959.191627  19.121 0.010
52963.171371  19.129 0.010
53286.322260  19.094 0.011
53294.328427  19.095 0.012
53302.276418  19.062 0.018
53352.142438  19.053 0.010
53622.350736  19.244 0.014
53626.313934  19.303 0.012
53634.300206  19.211 0.024
53638.341541  19.288 0.013
53640.305577  19.270 0.014
53655.277749  19.352 0.021
53664.302706  19.346 0.027
53665.266360  19.331 0.018
53666.358490  19.351 0.019
53669.261948  19.369 0.012
53671.346716  19.347 0.014
53674.246184  19.341 0.013
53676.335659  19.353 0.012
53679.307552  19.420 0.014
53681.299065  19.431 0.015
53685.258118  19.415 0.040
53697.256090  19.388 0.015
53700.255048  19.371 0.014
53705.241717  19.389 0.016
53975.326753  19.145 0.015
53990.339524  19.137 0.022
53994.349745  19.213 0.020
53996.333470  19.137 0.014
#53998.302089g -99.000 0.021
54005.332348  19.184 0.023
54010.287612  19.166 0.022
54012.280398  19.153 0.027
54020.286514  19.195 0.020
54024.368058  19.122 0.024
54025.349684  19.277 0.020
54028.356275  19.150 0.018
54029.279901  19.122 0.025
54030.279954  19.168 0.021
54035.355736  19.122 0.024
54037.261201  19.152 0.016
54040.275659  19.128 0.033
54049.302138  19.087 0.026
54053.266441  19.081 0.018
54056.268131  19.100 0.015
54059.262432  19.127 0.025
54062.267313  19.120 0.020
54068.247897  19.128 0.031
54357.305600  19.364 0.018
54362.355401  19.343 0.027
54382.335644  19.272 0.019
54385.353427  19.256 0.016
54387.353917  19.259 0.038
54392.348661  19.244 0.019
54402.347191  19.289 0.031
