51075.304719 17.859 0.011
52196.305235 17.976 0.013
52197.318342 17.889 0.013
52225.168525 17.892 0.013
#52231.204309 -99.000 0.013
#52253.190479 -99.000 0.016
52557.312311 17.764 0.013
52578.208396 17.731 0.011
52908.286878 17.955 0.014
#52911.300665 -99.000 0.015
52930.178038 17.949 0.014
52934.218779 17.962 0.014
52936.214706 17.900 0.013
52962.140227 17.890 0.013
53270.278802 18.048 0.017
53272.328709 18.013 0.015
53286.297427 18.083 0.016
53288.255917 18.066 0.014
53294.303592 18.043 0.015
53302.251587 18.039 0.020
53312.207159 18.090 0.021
53314.208315 18.047 0.014
#53616.312678 -99.000 0.047
#53623.302889 -99.000 0.016
53626.289103 17.807 0.014
53628.273968 17.833 0.018
#53637.275584 -99.000 0.016
53639.320961 17.785 0.013
53644.268097 17.788 0.031
53654.302653 17.807 0.013
#53656.250249 -99.000 0.020
53663.263557 17.814 0.015
53668.253157 17.859 0.015
53670.258010 17.766 0.013
53673.225994 17.775 0.012
53675.222882 17.750 0.013
53677.243913 17.767 0.012
53680.230579 17.738 0.013
#53693.232477 -99.000 0.017
53698.229867 17.652 0.018
53704.215801 17.661 0.013
53974.308460 17.605 0.027
#53989.312017 -99.000 0.013
53997.407489 17.636 0.020
54000.287267 17.662 0.023
#54006.234129 -99.000 0.025
#54007.337437 -99.000 0.031
54009.261296 17.642 0.022
54011.325724 17.606 0.040
54019.275905 17.665 0.012
#54025.324739 -99.000 0.023
54029.255038 17.605 0.062
54348.322455 17.566 0.031
54358.278301 17.581 0.017
#54359.272425 -99.000 0.056
54365.311336 17.565 0.013
#54373.385517 -99.000 0.032
#54381.330997 -99.000 0.030
54386.323226 17.582 0.038
54388.327552 17.558 0.027
54403.241305 17.449 0.013
54404.298816 17.493 0.017
54405.296835 17.569 0.046
54406.235119 17.544 0.016
54412.238037 17.542 0.029

