51075.305741  19.123 0.078
52196.306244  19.032 0.052
52197.319353  19.062 0.051
52225.169548  19.172 0.065
52231.205332  19.198 0.051
52253.191503  19.056 0.074
52557.313334  19.240 0.071
52578.209419  19.267 0.060
53270.279811  19.193 0.043
53272.329731  19.235 0.057
53286.298450  19.135 0.058
53288.256940  19.026 0.050
53294.304615  19.123 0.064
53302.252610  19.291 0.066
53312.208150  19.447 0.079
53314.209338  18.981 0.056
#53623.303912z -99.000 0.074
53626.290125  19.156 0.054
53639.321984  19.111 0.050
53654.303677  19.231 0.067
53668.254179  19.109 0.096
53673.227017  19.196 0.055
53675.223905  19.297 0.073
53680.231602  19.266 0.057
53693.233500  19.233 0.061
#53698.230892 -99.000 0.284
53989.312987  19.543 0.074
54029.256057  19.350 0.100
54348.323470 19.141 0.059
54358.279281  19.114 0.066
54359.273304  19.073 0.111
54365.312417  19.008 0.046
54381.331955  19.145 0.058
54386.324225  19.132 0.059
54388.328511  19.270 0.051
54404.299877  19.166 0.048
54405.297856  19.199 0.055
54406.236108  19.241 0.042
54412.239030  19.241 0.077

