#51081.311783 -99.000 0.079
51819.382941  20.285 0.067
52558.348217  20.312 0.054
52577.235719  20.360 0.057
52586.239197  20.363 0.055
52910.319678  20.335 0.054
52931.249880  20.374 0.062
52935.246844  20.328 0.057
52959.190173  20.310 0.046
52963.169917  20.391 0.049
53352.140984  20.553 0.060
53622.349283  20.546 0.096
53638.340088  20.291 0.067
53640.304124  20.426 0.091
53655.276296  20.156 0.092
53664.301252  20.431 0.135
53669.260495  20.381 0.054
53671.345263  20.299 0.089
53674.244731  20.505 0.073
53676.334206  20.444 0.066
53679.306099  20.483 0.088
53681.297612  20.330 0.087
53685.256665  20.347 0.200
53694.270541  20.598 0.262
53697.254635  20.254 0.069
53700.253594  20.332 0.081
#53705.240263u -99.000 0.063
53975.325317  20.115 0.045
#53990.338112u -99.000 0.087
53994.348251  20.163 0.041
53996.332008  20.205 0.052
53998.300655  20.133 0.044
54005.330867  20.238 0.047
54010.286101  20.311 0.056
54012.278955  20.360 0.106
54020.284942  20.398 0.096
54024.366526  20.383 0.096
54028.354820  20.372 0.084
54030.278485  20.433 0.056
54035.354271  20.426 0.110
#54037.259743u -99.000 0.049
54040.274297  20.176 0.096
#54047.304785u -99.000 0.399
54049.300661 20.331 0.135
54053.264996  20.166 0.048
54056.266661  20.324 0.072
54059.260965  20.013 0.072
54062.265842  20.182 0.064
#54068.246419u -99.000 0.143
54357.304166  20.537 0.059
54362.353957  20.352 0.060
54382.334233  20.630 0.113
#54385.351983 -99.000 0.058
54387.352474  20.247 0.073
54392.347223  20.306 0.077
54402.345656  20.348 0.186

