51075.340155  19.621 0.024
51819.395059  20.022 0.035
52196.359363  20.215 0.038
52197.353801  20.186 0.038
52207.326143  20.147 0.030
52225.203958  20.105 0.032
52231.239743  20.132 0.030
52253.225909  20.196 0.040
52557.347743  20.000 0.032
52578.243829  20.060 0.030
52908.322309  20.112 0.032
52934.254211  20.084 0.045
52936.250138  20.241 0.032
53270.314196  20.272 0.028
53272.364140  20.242 0.032
53286.332858  20.240 0.060
53288.291351  20.215 0.039
53294.339025  20.233 0.038
53296.286041  20.184 0.043
53298.335804  20.214 0.051
53302.287020  20.284 0.045
53312.242550  20.269 0.044
53314.243748  20.245 0.047
53616.348108  20.117 0.041
53626.324534  20.149 0.032
53628.309399  20.119 0.045
53637.311017  20.183 0.050
53639.356394  20.196 0.029
53654.338086  20.193 0.036
53663.298990  20.080 0.039
53665.276960  20.109 0.040
53666.369087  20.183 0.041
53668.288590  20.106 0.047
53670.293443  20.112 0.050
53673.261429  20.181 0.030
53675.258316  20.233 0.040
53677.279347  20.204 0.031
53680.266013  20.184 0.030
53693.267909  20.219 0.046
53698.265299  20.231 0.037
53704.251231  20.254 0.042
53989.347294  20.328 0.048
53995.361916  20.439 0.039
54000.322701  20.236 0.059
#54006.269867i -99.000 0.033
54007.372868  20.406 0.070
54009.296628  20.292 0.033
54011.361119  20.337 0.031
54025.360124  20.331 0.055
54029.290476  20.296 0.045
54348.357884  20.305 0.036
54358.313730  20.198 0.048
54359.307722  20.209 0.114
54365.346787  20.298 0.034
54381.366326  20.349 0.033
54384.372960  20.302 0.042
54386.358637  20.208 0.057
54388.362936  20.334 0.034
54403.276720  20.335 0.088
54404.334273  20.334 0.038
54405.332263  20.428 0.039
54406.270511  20.332 0.044
54412.273451  20.295 0.046

