51081.314001  20.030 0.023
52558.350425  20.319 0.022
52586.241406  20.196 0.022
52910.321888  20.063 0.020
52931.252091  20.043 0.021
52935.249054  20.012 0.021
52959.192383  20.142 0.020
53622.351494  19.889 0.021
53634.300964  19.908 0.047
53638.342299  19.931 0.023
53640.306334  19.913 0.021
53655.278506  19.843 0.029
53664.303461  19.858 0.047
53669.262705  19.953 0.016
53674.246941  19.912 0.019
53676.336413  20.008 0.018
53679.308308  19.965 0.022
53681.299820  19.937 0.022
#53685.258874g -99.000 0.062
53697.256846  19.989 0.024
53700.255804  20.115 0.023
53705.242474  20.038 0.020
53975.327500  20.114 0.050
53994.350490  20.065 0.022
53996.334211  20.051 0.022
#53998.302837g -99.000 0.032
54012.281180  20.063 0.041
54024.368752  20.080 0.036
54028.357040  20.138 0.032
54035.356470  20.207 0.036
54037.261935  20.181 0.026
54047.307195  20.167 0.099
54053.267208  20.315 0.023
54056.268868  20.338 0.034
54059.263174  20.278 0.029
54068.248775  20.267 0.060
54382.336434  20.680 0.044
54387.354695  20.758 0.034
